transaction_id,post_ts,customer_id,bin,terminal_id,amt,entry_mode,fraud,fraud_scenario
U89EDAX_TsaXg2j1mj_mWg,2023-02-18 17:17:35,C00001459,415403,T001021,26.63,Contactless,0,0
KgUkR_dnRt2zaMsNlXv8eA,2023-04-07 11:41:53,C00003831,541171,T001080,15.06,Chip,0,0
srGABo_jQvCTm5NWym0gYg,2023-03-08 18:38:01,C00005217,375581,T001065,19.81,Chip,0,0
kIGA6qYyQLamhb-OSZyRmA,2023-03-16 13:19:50,C00001103,510051,T001055,17.45,Chip,0,0
_PIT3yXrTRe29nNhBb2Izg,2023-05-29 11:50:12,C00001443,375650,T001028,79.93,Swipe,0,0
jO9UZjZ_SrWx6SkjZJIYZg,2023-05-15 09:31:15,C00001980,375617,T001023,23.19,Chip,0,0
shmRDuGuTXypKSlc_Np7Bw,2023-03-06 20:37:13,C00004729,515853,T001092,113.54,Swipe,0,0
hvesUFtpQ9C9WIyI_q7boQ,2023-04-30 07:55:41,C00004225,552727,T001087,36.49,Chip,0,0
-DB-QMCNTAKErUH673VxmQ,2023-02-27 02:34:18,C00001088,529536,T001026,49.09,Swipe,0,0
rdL-BXi9Rn-wxo5DatNGhA,2023-03-29 12:04:55,C00004077,477920,T001023,106.88,Chip,0,0
D6TiRVU5RCCmRtWfunPOfQ,2023-04-16 07:21:33,C00005888,361839,T001050,19.5,Chip,0,0
Nnmk0sAsSmyCihi7pWnMNA,2023-03-16 23:54:31,C00005307,375581,T001033,64.25,Chip,0,0
_CSnPZ8vRbK0fOZIIAuauw,2023-06-10 18:01:20,C00001296,512482,T001038,4.51,Contactless,0,0
1uW4ciAYSjeQNzgcRpekQA,2023-06-24 14:45:43,C00005309,375601,T001053,145.27,Contactless,0,0
ID62ePAsTj-lWhoc4Zr46Q,2023-02-11 17:46:48,C00005121,410553,T001032,28.72,Swipe,0,0
oXOQvwyTSLS9Yo6S-VUX-w,2023-06-12 10:14:31,C00003129,377893,T001097,128.24,Swipe,0,0
GXqtElGPSMSdmhB8mom6Jw,2023-05-27 13:12:55,C00003384,536468,T001030,17.44,Swipe,0,0
jY3nETLCSc2Wjz5m2uvfVw,2023-04-01 13:10:56,C00004203,377893,T001000,71.17,Swipe,0,0
Y2GW88JjTnCW-72tWlqOUA,2023-05-07 06:45:39,C00005843,520346,T001057,104.77,Contactless,0,0
_fStgK9iQPauhBm6bAnYHQ,2023-07-07 17:09:49,C00005962,375686,T001085,20.03,Chip,0,0
sZNMs3-1ThKRtcisA-9uAQ,2023-03-18 05:25:15,C00005855,375617,T001033,51.59,Contactless,0,0
JoEgf882TrWerRmfXNlylg,2023-02-24 15:11:32,C00005982,532479,T001086,24.58,Chip,0,0
x_OesADoRgm-5TZpHc97Yg,2023-03-23 15:53:26,C00002058,410216,T001032,49.04,Chip,0,0
O4a87N9aTrifO1xTGwjB8g,2023-07-07 17:22:12,C00004036,375618,T001090,22.41,Swipe,0,0
05xlcSzNRJSThjOwq1T5Sw,2023-04-28 02:23:31,C00001113,375570,T001091,39.15,Contactless,0,0
pqLh4gcNRfKP1R0nmbWImg,2023-03-20 06:16:02,C00002136,361855,T001093,25.85,Chip,0,0
GncWoDhMTLSgIdvRCAeqdA,2023-04-08 08:58:40,C00002635,375562,T001053,163.19,Swipe,0,0
Z2dOjx1fTrqE-X3tPZTHVA,2023-04-21 13:00:21,C00002832,403567,T001053,69.84,Contactless,0,0
-FzgX6n4TMKIZcnBiP4Z3g,2023-02-14 12:04:47,C00002365,412657,T001023,135.18,Swipe,0,0
rTGQ1B9LRFCitSVCHiVFvg,2023-02-01 14:16:23,C00004334,445961,T001047,49.57,Contactless,0,0
ojy_j0FURwS3lByMGf4d0w,2023-03-23 10:50:57,C00001803,375563,T001032,54.32,Chip,0,0
6HHb_nj_QiWXvYB_m-L-Gg,2023-07-09 17:44:50,C00003748,510052,T001093,28.11,Swipe,0,0
3eFAzJFIS9G6H2Wc5yyHag,2023-05-27 10:58:20,C00005070,515878,T001099,14.76,Contactless,0,0
tujPdMErSJ-vZwUZnUBTUA,2023-05-12 11:26:43,C00005991,375650,T001020,32.63,Chip,0,0
_HopO0KYQ3aus3LD0Aimrw,2023-03-18 19:02:01,C00001601,360069,T001099,83.03,Contactless,0,0
LZWBWUgiQ4edZnjUPjGk7g,2023-05-14 13:12:43,C00003882,375650,T001013,156.92,Contactless,0,0
ejGPAajyQTCgc1ZiIl8_MQ,2023-02-25 21:53:33,C00002580,360042,T001092,81.46,Swipe,0,0
D4KHOuTYSgqDSmVURCiKXw,2023-06-22 08:53:08,C00002395,361848,T001008,38.75,Contactless,0,0
sdHFC3bxSku3RudYu_YvDw,2023-04-07 17:42:50,C00001178,364345,T001044,4.49,Chip,0,0
JlHfjRVtRa2FCOFpsKlJKw,2023-06-30 08:29:35,C00003270,375584,T001009,3.18,Chip,0,0
BCq0BscaQz-MKG_4NFcHfA,2023-04-23 05:15:40,C00001295,362304,T001090,10.27,Chip,0,0
qARxjlABR1yYHcyw08EBEw,2023-05-30 16:47:21,C00003604,547260,T001092,140.15,Swipe,0,0
atqsH7SARVyFVJn7WhJ1mQ,2023-02-06 13:49:08,C00001297,375562,T001040,75.77,Chip,0,0
4ysRuhYwSO654OaLpFRQgw,2023-07-09 18:01:03,C00001677,520346,T001025,14.89,Swipe,0,0
lH9UdNbvTf2Nf5gVpo76hA,2023-02-13 15:16:22,C00001590,375562,T001076,56.17,Chip,0,0
O37XNcRcREWHL6uaF9NmCw,2023-06-11 19:39:48,C00004044,407353,T001011,19.02,Contactless,0,0
1tPIRaLYQzOlX5KOZQIJuQ,2023-02-23 05:05:45,C00001162,532479,T001066,36.65,Chip,0,0
SwGI8aASRC-hkelsMO1yXw,2023-03-03 17:30:39,C00003778,418836,T001055,126.48,Chip,0,0
2yd_1B-wSEa8qWMKtKc6zw,2023-03-09 00:16:45,C00004002,518627,T001008,98.34,Chip,0,0
kdas019XQ66iCwxhRo0IRw,2023-06-15 14:13:12,C00001844,375563,T001045,83.1,Contactless,0,0
NMBRyjQORL6vpkMRehWwsg,2023-05-15 15:44:04,C00001741,547260,T001032,1.85,Chip,0,0
QvEgeGiYQe2GaBRcfs_tGA,2023-04-19 08:07:35,C00004446,518838,T001010,69.81,Contactless,0,0
A3zgyOzlSvCp5VjIR8HpHw,2023-02-23 09:19:06,C00001962,510051,T001056,152.91,Chip,0,0
p-TXGpERQZO2FFHGf3o5hg,2023-06-29 04:28:39,C00001397,361841,T001085,9.63,Chip,0,0
ddwAu7CAQaClw2BTcL47GQ,2023-04-14 13:00:51,C00001589,362312,T001025,55.75,Swipe,0,0
bwn0ox57TsyK4DI2IFzP_A,2023-07-28 06:51:48,C00005762,364321,T001046,44.19,Contactless,0,0
oWpIPQfbQJ-wdRLd_UO-tw,2023-05-09 10:45:31,C00005317,360069,T001071,19.73,Swipe,0,0
sfAWYHl0RSm3NjlWN0vqzg,2023-05-23 08:57:24,C00003486,425906,T001076,15.49,Swipe,0,0
-n_jtOK2TRCQf9idgnMneA,2023-05-31 15:32:21,C00005213,377893,T001092,93.25,Swipe,0,0
ok5AOhxPSu-6bfjm86gHuA,2023-05-04 12:25:17,C00004095,529536,T001097,15.18,Contactless,0,0
9dDqsE4LTWSP8YTcYq3m9w,2023-04-10 08:07:11,C00004832,518772,T001013,169.21,Swipe,0,0
2ceA-vAHQNGna0dD5vd_yA,2023-06-27 22:24:04,C00003971,412657,T001091,50.09,Chip,1,2
AzT8FfE0TWeScjr9ecpUhA,2023-03-02 07:15:57,C00002959,415170,T001091,4.4,Contactless,0,0
zEfNZI6LT5eG_OwGgyIMzg,2023-05-23 16:57:38,C00005081,375650,T001061,6.45,Chip,0,0
l-zDVaUPQD-Os69SqddanA,2023-07-18 05:53:28,C00005183,510052,T001097,68.5,Contactless,0,0
t_LEoGKRSp-SAIgqBBuCKg,2023-07-14 15:50:51,C00005159,444990,T001086,26.38,Contactless,0,0
3hepeVL5TtefNX2DZUxUxA,2023-07-16 11:03:42,C00005742,520636,T001082,127.7,Swipe,0,0
dpXZGWcGSwK-m327tt7XPQ,2023-07-27 11:45:03,C00001026,360050,T001096,46.67,Swipe,0,0
ukLUaE2mQbCtSU6kjnyxxQ,2023-07-28 13:15:18,C00001353,403642,T001050,51.08,Swipe,0,0
iPrX9gI6QEesRjqcepNCHg,2023-03-24 12:46:27,C00005150,375618,T001036,12.22,Contactless,0,0
Xz1YbkthRi66UTc212Dv1A,2023-07-08 04:45:36,C00005956,490841,T001045,15.67,Contactless,0,0
nQk7nL-PTSG_qpnfSMqRPw,2023-06-18 03:51:00,C00004734,375570,T001020,78.84,Contactless,0,0
8pEJjqcwTam82e00qtVqVA,2023-03-09 14:56:38,C00005957,375617,T001045,63.45,Contactless,0,0
4dA4Udo4Tdm2Wzl7N6YuhA,2023-03-07 04:19:46,C00004504,375617,T001077,71.14,Contactless,0,0
7Z4yIyPKSZahIyCrEbtdLw,2023-03-23 05:46:13,C00004391,479736,T001068,24.76,Contactless,0,0
vPzZjbiOS669-tUV6iAU5Q,2023-05-16 14:20:47,C00001313,375561,T001060,20.74,Swipe,0,0
whujBV87ScOaSK5uRZguRA,2023-05-19 22:49:03,C00003392,415170,T001057,19.45,Swipe,0,0
SgdVRAFJSeefEZZN0ju-zg,2023-07-01 07:43:25,C00003835,465965,T001077,148.35,Contactless,0,0
-reyw6TARPSDpwGK963tbw,2023-04-27 08:46:19,C00001619,375563,T001068,15.31,Chip,0,0
jkVPPpLhR4Gp2n3ytM8Rxg,2023-03-06 05:45:56,C00005416,364111,T001035,16.09,Swipe,0,0
l2J8F0cdRCC2-TqZ7rpsZQ,2023-07-29 13:11:30,C00005822,362300,T001063,51.53,Contactless,0,0
nwTTnYrtSOe2K8gpJ2qKzA,2023-06-20 14:03:50,C00001919,364112,T001085,113.11,Chip,0,0
gD0hNvKEQX-WunpSXhWtBg,2023-02-12 07:20:45,C00001736,364326,T001050,31.9,Contactless,0,0
0E2v_vCuQFaDVI5oT96FTA,2023-06-20 01:47:51,C00005218,364340,T001058,47.43,Contactless,0,0
Q6PTCPnyRvyOOt0YyMTNRA,2023-06-15 04:53:49,C00003951,403642,T001026,182.6,Swipe,1,1
-eANmdhASS-QvrvfQDcBeg,2023-02-23 13:18:31,C00002611,360044,T001067,24.14,Chip,0,0
psPwLA5bTqC6Nd8dM74v5w,2023-07-12 10:51:40,C00004540,510024,T001020,26.57,Contactless,0,0
sa7xTW_pRp6K9EG0_Fzkxg,2023-02-23 14:19:26,C00001338,364836,T001069,20.56,Swipe,0,0
xvMOclW4T6ObeYQqxT5TvA,2023-04-04 08:46:58,C00004793,364081,T001043,25.86,Swipe,0,0
-31aMbjbQYafFXe_SUtIQg,2023-05-28 17:31:53,C00003679,515878,T001080,69.02,Chip,0,0
lNDynpYzRWmD2jV0DY9LxA,2023-04-07 13:07:06,C00001257,375650,T001065,23.53,Chip,0,0
l22J42u-QHWmTtBUWZtOTA,2023-04-29 12:44:17,C00001871,518838,T001075,82.91,Contactless,0,0
rBGvr6tQTdKsRY_j0oaEog,2023-02-14 09:06:32,C00005001,552727,T001075,49.11,Chip,0,0
XM93vJPmSyeQl_yM92DapQ,2023-04-15 12:49:34,C00003505,375618,T001099,38.66,Swipe,0,0
PfQFYn8TSmGmclkoWmhB2w,2023-03-18 22:48:18,C00002021,364082,T001097,26.3,Contactless,0,0
Djj3uMYnRTyRQtoM6QkNaw,2023-02-11 06:31:51,C00003500,375618,T001027,88.58,Swipe,0,0
gniXpCglQoqf6CFD2U2fwA,2023-02-11 12:35:02,C00002654,375581,T001063,34.17,Contactless,0,0
rOlMZ0zwQrqPNkPkJFh90A,2023-02-24 04:14:39,C00001403,528069,T001035,50.3,Contactless,0,0
4xMA6EMeTwGUfnBBpXJoWA,2023-04-28 11:21:52,C00002897,424208,T001086,52.1,Swipe,0,0
Ucfj-VX5RJW8XzKwZxpNdA,2023-06-28 13:18:53,C00001120,518838,T001076,62.91,Contactless,0,0
0sapt-7cTZuluCdS27m6Xg,2023-04-04 10:45:29,C00005193,375570,T001063,74.0,Swipe,0,0
EBx1WwASQ0-mVgtpVdyovA,2023-05-22 13:10:44,C00001496,529536,T001014,19.74,Swipe,1,2
Y9ZWrWwoSZm6rc8Bs-o6PQ,2023-03-21 22:19:12,C00003546,510061,T001036,87.47,Chip,0,0
arNea8-XSkabLyF3BwJwuQ,2023-04-01 11:19:25,C00004346,375561,T001022,40.52,Swipe,0,0
7O6Fl_YfQYm7JoQKNyv79g,2023-05-04 12:39:57,C00003933,361369,T001054,74.81,Contactless,0,0
KW2JIDyNTYeNcsxedk6irA,2023-03-14 02:47:28,C00005641,377893,T001070,2.91,Contactless,0,0
8Ega5sE6R3C6fn2RMva9_w,2023-06-03 16:32:48,C00003031,375563,T001020,45.83,Swipe,0,0
9YqjDcXPTxqLlr-8wuygMQ,2023-06-17 11:30:52,C00002726,375650,T001009,102.14,Contactless,0,0
k0Q4voabQ-aE18wlkV8dog,2023-04-21 16:31:16,C00003091,364319,T001020,83.62,Chip,0,0
bpbzAZOiSsabTHsEklmabQ,2023-07-06 14:12:35,C00001429,440637,T001061,82.45,Chip,0,0
zNptjzNCSresSOkwyqWikw,2023-02-16 13:00:16,C00002056,415170,T001063,31.07,Swipe,0,0
m4BNM1aYQjqpk6jpZgaCug,2023-06-24 09:50:44,C00005984,412911,T001093,56.33,Swipe,0,0
JUaWKVM3SqW8pjgLs8RdSg,2023-03-19 01:31:16,C00003372,512799,T001032,5.15,Contactless,0,0
jAVcF3UGTdq_D_OmYYrXiA,2023-03-25 03:20:28,C00003816,512482,T001066,26.55,Swipe,0,0
rrKJRIZdSj-A8GmQOXbVFw,2023-04-23 16:35:46,C00005929,405746,T001010,48.17,Chip,0,0
0yndx9P7QbG0crRM-7EeSQ,2023-06-20 14:33:27,C00003021,361839,T001008,57.93,Contactless,0,0
6Tb56H1yRi6PNJUQpB5lNQ,2023-04-29 13:16:14,C00003245,515878,T001043,44.87,Contactless,0,0
GCpny45LREOVxYdpMwvwAQ,2023-02-17 14:30:34,C00002982,360038,T001012,3.44,Chip,0,0
knuh7fg3Tb-wok5jRHcJAw,2023-06-22 07:07:38,C00003938,375574,T001046,20.48,Chip,0,0
YFtZNpaRTGeoMPQllt51HQ,2023-07-13 19:50:29,C00005217,375581,T001069,14.34,Swipe,0,0
iMkL9VyIRHSrZyMc0sBNZg,2023-04-29 11:26:14,C00005053,375601,T001097,56.03,Contactless,0,0
QEiSbFD8ReKRNjqspMfgLQ,2023-02-27 12:39:45,C00005514,526819,T001096,33.08,Contactless,0,0
flZvKT0CRWW63YNU59LaFw,2023-05-24 15:36:29,C00001113,375570,T001068,32.93,Contactless,0,0
_1Lpc7fwQJynVg2W_iLw-g,2023-07-22 02:56:13,C00005756,375686,T001000,8.3,Chip,0,0
fOprA6eVRiCWmAOq0Gx3Ww,2023-04-03 11:55:31,C00005182,510017,T001047,70.01,Contactless,0,0
nTg_qezyRnSu3J-EKYMwrQ,2023-05-30 06:51:13,C00003309,422239,T001006,109.29,Chip,0,0
sDFfoVLoQZicFcnwfhZnFw,2023-03-07 08:23:51,C00004919,375650,T001015,94.12,Contactless,0,0
BuAhCzSARTSzQrZ7nF4bnA,2023-02-06 08:33:18,C00005164,375584,T001031,102.15,Swipe,0,0
hALLckYFTyWXpR7N5CIMkA,2023-05-21 04:44:41,C00002672,364319,T001058,105.28,Swipe,0,0
AAEwB3zzR1uuD7Q2QXzY5A,2023-03-17 10:55:33,C00002746,530977,T001036,60.22,Chip,0,0
xfkNniLaRqyk7so05oPGIg,2023-03-11 12:42:07,C00003425,510052,T001060,77.9,Swipe,0,0
5qEOAUOPRambH2bp3CnK4g,2023-03-08 16:36:57,C00003107,515857,T001027,52.25,Contactless,1,2
jx8SZP4TT8SlIT831ciKkw,2023-03-03 06:18:12,C00003956,375601,T001000,39.88,Contactless,0,0
GEQ7VJTFQJGhQqbNon7yvA,2023-04-13 05:21:30,C00002954,375617,T001021,156.58,Swipe,0,0
ZfB434vCTUKTrpZrns73iw,2023-02-25 07:10:34,C00004673,512556,T001079,43.77,Contactless,0,0
i62NxJawROWyLWMGWeBBMg,2023-04-12 08:50:08,C00001327,375617,T001053,26.65,Swipe,0,0
0DUORSO6QNuQ58IobTArnw,2023-07-30 18:10:49,C00001076,361848,T001036,44.39,Contactless,0,0
20dehmbBQQa9wB9Tk1q8uw,2023-07-25 13:44:33,C00001894,518627,T001022,67.09,Swipe,0,0
hR8e9ppPQ1mnIkWir5QWag,2023-07-12 10:29:09,C00004962,515635,T001008,7.31,Contactless,0,0
d3jbBibMQCO4onHV8lvdSQ,2023-04-02 19:49:47,C00005698,375617,T001083,56.93,Chip,0,0
omOhVZ0JRg-gk2KtFw-hHA,2023-02-20 14:52:24,C00005301,415175,T001016,97.21,Chip,0,0
BOkwz91HR1CbCHJCaSf5hQ,2023-03-19 06:10:37,C00003411,364877,T001040,59.85,Contactless,0,0
HWpssMQCSVG0s01-xH5K9Q,2023-05-19 14:02:31,C00002242,375574,T001056,24.22,Contactless,0,0
TlRPVq8MRFSfX5VN9_GlGA,2023-02-27 11:05:58,C00001529,422240,T001038,21.92,Chip,0,0
hc1VbuseRvKpejTmkEzG4g,2023-02-05 12:46:26,C00002763,375601,T001090,66.13,Swipe,0,0
buL_bzCfRViyH0u-KmKy_g,2023-06-06 13:06:40,C00004129,455657,T001041,27.66,Swipe,0,0
5WnJfYCqS-m0Q8rgLjvS5A,2023-03-25 12:49:21,C00004102,364836,T001031,83.06,Contactless,0,0
AkWN_JpPTi2GKrEhWm0Prg,2023-04-13 10:57:55,C00002825,361840,T001016,19.3,Contactless,0,0
51WVZ2_xQjazgXE0oWpOsQ,2023-06-17 13:53:39,C00003864,364113,T001065,27.37,Contactless,0,0
p4y2yAJ9Q0Cjny9YelcWcw,2023-05-30 10:19:29,C00005070,515878,T001073,79.59,Chip,0,0
ME5mDJPfSLaosvY2JCsFLg,2023-04-30 20:01:15,C00004996,375584,T001020,7.8,Chip,0,0
gafPE5BGSLK-K-Wy7JmnFA,2023-02-11 07:36:36,C00004485,490841,T001023,10.77,Contactless,0,0
86n6H4HqQRqLOD5G3veRhg,2023-04-03 22:52:33,C00004036,375618,T001090,76.21,Swipe,1,2
ZfoMwgfiRGOA2lzZhCgUiQ,2023-05-23 18:05:46,C00005463,524723,T001082,60.33,Contactless,0,0
PSuwXJxAQ7KVcIa6HwYvEQ,2023-06-02 18:13:51,C00005805,493756,T001044,114.53,Chip,0,0
rLbEQoK3S_iJugHQoYFpng,2023-03-25 04:47:38,C00001300,430503,T001031,5.59,Swipe,0,0
c6irgQDBQJGBSWfWp24wBA,2023-02-13 09:04:00,C00004782,364113,T001005,32.59,Chip,0,0
r4Pb8mMWTx-pGAE34dmHtg,2023-05-28 08:24:16,C00004379,477921,T001056,34.41,Contactless,0,0
LNnxvSKRT2eMO9RKsGwTcQ,2023-07-03 06:48:29,C00005313,542302,T001072,9.36,Swipe,0,0
nuKLs9uaTamttv4FFhD3vg,2023-03-08 03:52:48,C00002479,515853,T001082,42.12,Chip,0,0
9JuCErWbRaCpJ2MVY9UxDQ,2023-07-27 10:14:13,C00003521,375617,T001011,75.78,Contactless,0,0
IB56IFRDQoayY1XR0zuY1w,2023-03-28 11:54:13,C00003816,512482,T001008,44.6,Chip,0,0
egR7y6xaQmC4HcjVlOHYwQ,2023-04-07 22:04:41,C00004857,518988,T001050,43.03,Swipe,0,0
ztd6iTDlSe-sy4FHWdobiQ,2023-06-11 07:27:40,C00004194,375601,T001008,49.68,Contactless,0,0
2ifmi6E_Q1yemhpsQNH1oA,2023-05-20 02:31:15,C00004013,518772,T001074,77.48,Chip,0,0
S1yJO2KqTA66FFqoFDtD4g,2023-03-27 05:38:02,C00005279,375561,T001037,134.86,Chip,0,0
-bUb0CMuTViN50JqJYSxGQ,2023-03-26 14:47:53,C00002439,464408,T001081,38.68,Contactless,0,0
WAtDZCKGQ_6s2xOMGvNtrw,2023-02-04 03:40:46,C00005561,489974,T001033,48.52,Swipe,0,0
YRJcZV1gScmmVx3MOMDU1A,2023-03-13 07:47:44,C00001240,415404,T001065,18.84,Swipe,0,0
QdbuLGRZR8eE0uTLBzRFIA,2023-07-23 12:32:10,C00004642,520342,T001074,17.04,Chip,0,0
vikYVtN0Qi24UuvosL8IMw,2023-07-13 12:09:46,C00001071,375584,T001024,215.46,Chip,0,0
9gav80PGTRO8NRyQG_sYKQ,2023-03-23 16:01:55,C00001301,375581,T001006,66.81,Contactless,0,0
UsFayAY0S6uP7i9RFQcsaA,2023-06-25 20:04:02,C00005285,367016,T001054,122.26,Swipe,0,0
SkxV1atQRRiPFDaSOlTXTA,2023-03-04 22:36:45,C00001217,361848,T001036,87.92,Swipe,0,0
gAGPlengQVO-2Az_Rr2q9g,2023-05-06 14:52:50,C00005162,477921,T001076,30.73,Swipe,0,0
SYtGfk4OSM6EhavJzrJxhw,2023-02-26 12:59:14,C00002562,364342,T001056,61.19,Contactless,0,0
_N-QtYuaSyyhYBcwJcsMdw,2023-06-18 08:43:52,C00001631,541171,T001007,30.1,Chip,0,0
4E4SOcNXSsSrHEAuwAcsAA,2023-02-07 12:59:55,C00005620,360038,T001065,11.18,Swipe,0,0
1Xe78AijR6Cr5hhqNE_14A,2023-03-05 11:50:33,C00001533,375561,T001028,21.75,Swipe,0,0
QX8mIe9ERLS9Bs0MSeMzZQ,2023-05-15 07:27:25,C00003447,362300,T001004,43.05,Contactless,0,0
EyEkLyZHTHSQhxo99e-mfQ,2023-05-24 09:52:14,C00001513,375581,T001025,19.05,Contactless,0,0
n55GbsVCTmqU9OEazEWxKA,2023-07-01 09:50:05,C00004061,375584,T001013,51.14,Swipe,0,0
xQu8U4fxR_qhPVHUuDoUnA,2023-04-08 09:02:13,C00004976,360044,T001017,26.7,Chip,0,0
bQJ171hDRvGnfBAuaNpAgQ,2023-04-27 04:39:18,C00003872,526819,T001092,44.26,Chip,0,0
2U81o7l1TwKbVIyvqJaDTA,2023-06-27 10:39:35,C00002876,418853,T001038,178.24,Chip,0,0
1HrHLRi2TsajqM2qDeaoeA,2023-07-27 18:59:09,C00004628,422080,T001055,42.62,Chip,0,0
pc8vvB6ASsiSj-8HLdYsEg,2023-06-01 12:06:15,C00004044,407353,T001028,20.69,Chip,0,0
0BK8igmKSbalUX5kEyXdXA,2023-06-23 17:27:26,C00004475,375574,T001082,12.45,Chip,0,0
GrIm4v_ISqqSvOV60uwMGw,2023-07-03 05:49:59,C00003466,524722,T001022,6.01,Contactless,0,0
ZY72JJFKRsyzX6DlNHaXoA,2023-02-28 03:58:09,C00005132,375601,T001085,54.69,Chip,0,0
-d0zqnbqTMWjldaTaAku_g,2023-07-09 11:03:38,C00005594,464408,T001080,97.18,Contactless,0,0
LSI1Y0Q_QxW9zoi3uagKqg,2023-02-19 01:55:38,C00005665,520342,T001076,61.81,Chip,0,0
GxtptEPyQx2E6E79O32zLw,2023-05-20 14:11:48,C00003142,375561,T001036,68.65,Contactless,0,0
Cb7ezmM7Spusw45K2FWSIQ,2023-06-28 11:41:18,C00002772,515635,T001094,86.75,Swipe,0,0
CWFCob6OQYCMPYQFiJST1w,2023-04-17 20:46:17,C00003672,465964,T001030,41.33,Contactless,0,0
2ocIMSuaQRWdSlVpLDUm_A,2023-03-31 18:39:50,C00001774,477947,T001054,6.82,Contactless,0,0
Ay1_2aGeRkOjpjlh-2BJFg,2023-02-09 13:01:57,C00003080,512556,T001070,13.92,Contactless,0,0
YdjRtB5VTy2hfwuStLQRlA,2023-05-11 17:36:55,C00003673,415175,T001015,27.99,Swipe,0,0
VCBWi3AEQ82lHqRs6FxCFw,2023-07-22 02:47:45,C00001712,375584,T001020,9.2,Chip,0,0
gDhI8CVpT5qx5Y4u7Q299Q,2023-07-10 12:28:16,C00003436,510034,T001031,128.8,Swipe,0,0
2KlArtiOSPCv5jPgghu4Cw,2023-05-09 09:07:47,C00002049,510061,T001044,52.78,Chip,0,0
Eu1yukYdTZC7Pgoj3D5W5g,2023-06-03 14:26:57,C00003563,361480,T001050,56.23,Chip,0,0
bzxnkPdwSK2FCCnktW3ZuQ,2023-07-16 11:55:02,C00002293,410553,T001002,8.96,Contactless,0,0
WPGxTxQURf6-xZRzx_6FwA,2023-06-08 06:45:00,C00001934,364870,T001044,126.07,Swipe,0,0
z7XOwrNlRYiR96ISWDprSw,2023-04-12 15:36:29,C00003316,377893,T001022,60.77,Swipe,0,0
KHTGmGP1RumC8KQ6On40SA,2023-06-17 17:42:35,C00003788,454649,T001047,190.55,Contactless,1,1
gXNX6LicTW2AAXYH_twFgg,2023-07-11 10:23:08,C00001506,362300,T001044,28.64,Swipe,0,0
kP10wk3QSwWyjkhPu_y7Kw,2023-07-18 08:36:32,C00001741,547260,T001042,16.59,Contactless,0,0
myqUTXeST26yzUbTMuH_7A,2023-04-19 06:49:11,C00004667,410553,T001072,31.4,Swipe,0,0
yvNXOLNLTE6RHyWefWyLMw,2023-04-02 02:24:50,C00003105,409711,T001006,111.65,Swipe,0,0
di33Q-mKTMGlNm57_V54Ng,2023-02-11 07:55:44,C00003903,440762,T001068,38.09,Chip,0,0
4LO6UWvBTKeOIaCYPekx-A,2023-04-08 14:48:45,C00002350,375686,T001020,5.08,Contactless,0,0
1InS_2KHRvicvTBZP9LJsg,2023-05-26 11:47:02,C00003863,361840,T001031,9.12,Chip,0,0
nNHuNle3QYGKKfma7UB8cg,2023-06-02 07:00:27,C00002763,375601,T001053,52.32,Contactless,0,0
EPRKTtNTQ_y1FRinT8GsyA,2023-07-01 15:47:33,C00005642,552755,T001015,36.86,Swipe,0,0
sU-BDk11SmKdx596uunrcQ,2023-06-04 15:19:34,C00005532,418836,T001014,64.49,Swipe,0,0
h-dmOUmcS8qR24FNdVHGZA,2023-04-18 22:22:10,C00002615,440762,T001002,6.94,Swipe,0,0
2WOgIQ0QTPG9djhfPAkGdw,2023-02-22 08:05:00,C00004346,375561,T001022,61.93,Contactless,0,0
4MM5D_VuQR2sWDVWyvMfYA,2023-07-02 18:36:13,C00003536,477946,T001075,59.32,Contactless,0,0
AgjlSMeHQ52b05SywDN1wg,2023-02-20 09:40:01,C00001873,375584,T001043,51.88,Swipe,0,0
OmJCe3tFQB6j1pbGZB2tzg,2023-04-14 14:56:29,C00004064,421802,T001010,21.56,Contactless,0,0
-BW7FhUTS-22YwvBrZl9uw,2023-04-21 05:58:00,C00004331,364877,T001064,79.33,Contactless,0,0
0B6H56UBSuqZqSLBUcjYww,2023-03-09 20:31:57,C00001525,524724,T001001,50.15,Chip,1,2
TOPSknoIRq2OdPHAA0bamw,2023-06-26 05:04:31,C00003051,375617,T001001,41.79,Swipe,0,0
6Un_0f9gSoGHLXZakvU7Ig,2023-05-22 09:09:31,C00003555,403642,T001058,66.47,Chip,0,0
1U-4OEasSs-DbcEJ-xT4aQ,2023-02-23 13:16:49,C00005322,530977,T001031,21.85,Chip,0,0
rFNvwgPBTB--9meaU5-Znw,2023-06-13 19:53:25,C00003397,407549,T001024,34.35,Contactless,0,0
icWLW89-QpqkoJ5_2LIBqQ,2023-04-16 01:30:06,C00003466,524722,T001013,5.94,Chip,0,0
ZPcYY88ASZ6t6OF3F-BFcQ,2023-04-12 19:50:03,C00002409,485668,T001081,126.03,Contactless,0,0
nkOh3WOmSQ21QFPIRPDnRg,2023-06-07 11:38:10,C00003562,375601,T001065,24.29,Chip,0,0
2W5GwaivTi2at9gV19vzmQ,2023-04-19 16:03:18,C00004369,360046,T001048,21.48,Chip,0,0
NkNKLdieQHOtJvwxDINnNA,2023-06-12 08:31:36,C00002860,530770,T001056,49.63,Swipe,0,0
